customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_Fiber optic,InternetService_No
7351-KYHQH,Female,,0,0,0.09722222222222221,Yes,No,No,Yes,Yes,No,Yes,No,Yes,0.46467661691542295,0.05479459958458343,0,False,False,False,True,False,False,False
7643-RCHXS,Female,,1,1,0.875,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.010945273631840807,0.14367066697438263,0,False,True,False,True,False,False,True
8246-SHFGA,Male,,0,0,0.2361111111111111,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.028358208955223896,0.042320563120240025,0,False,False,True,False,False,False,True
8387-MOJJT,Female,,1,1,0.5833333333333333,Yes,No,No,No,No,No,Yes,No,Yes,0.5940298507462687,0.3883221786291253,1,False,False,True,False,False,True,False
0620-XEFWH,Male,,1,1,0.05555555555555555,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.005970149253731349,0.00754673436418186,0,False,False,False,False,True,False,True
6485-QXWWE,Female,,0,1,0.861111111111111,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.0771144278606965,0.1869259173782599,0,False,True,False,False,False,False,True
2761-OCIAX,Male,,0,0,0.027777777777777776,Yes,No,No,Yes,No,No,No,No,Yes,0.5616915422885572,0.0169166858989153,1,False,False,False,True,False,True,False
7321-VGNKU,Female,,1,0,0.027777777777777776,Yes,No,No,No,No,No,No,No,Yes,0.5184079601990049,0.011706669743826448,0,False,False,False,True,False,True,False
5327-CNLUQ,Male,,1,0,0.6666666666666666,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0.782587064676617,0.5140376182783291,0,False,True,False,False,False,True,False
7552-KEYGT,Male,,1,0,0.375,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.012935323383084563,0.0578986845141934,0,False,True,False,False,False,False,True
5816-JMLGY,Female,,1,1,0.9722222222222222,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,0.618407960199005,0.6576332794830372,0,False,True,False,False,False,False,False
3068-OMWZA,Male,,0,0,0.013888888888888888,Yes,Yes,No,No,Yes,No,Yes,No,Yes,0.7019900497512437,0.008077544426494346,1,False,False,False,True,False,True,False
2927-QRRQV,Male,,1,0,0.6388888888888888,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,0.7601990049751244,0.4954650357719825,0,True,False,False,True,False,True,False
6032-KRXXO,Male,,0,0,0.41666666666666663,Yes,No,No,No,No,No,Yes,Yes,Yes,0.7164179104477612,0.3157800600046157,1,False,False,False,True,False,True,False
7459-RRWQZ,Female,,0,0,0.20833333333333331,Yes,Yes,Yes,No,No,No,No,Yes,Yes,0.46169154228855724,0.11259519963074083,1,False,False,False,False,False,False,False
6265-SXWBU,Male,,1,1,0.9583333333333333,Yes,Yes,No,Yes,Yes,No,Yes,No,No,0.7711442786069651,0.7491864758827602,0,True,False,True,False,False,True,False
7941-RCJOW,Male,,0,0,0.9027777777777777,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.012935323383084563,0.13845488114470345,0,False,True,True,False,False,False,True
6374-NTQLP,Male,,1,1,1.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,0.854228855721393,0.8572467112854835,0,False,True,True,False,False,True,False
4154-AQUGT,Male,,1,0,0.18055555555555555,Yes,No,No,Yes,No,Yes,No,Yes,Yes,0.7044776119402985,0.13276598199861528,1,False,False,False,False,False,True,False
2387-KDZQY,Male,,0,0,0.2361111111111111,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.01840796019900498,0.030083083314101085,0,True,False,False,False,True,False,True
3584-WKTTW,Male,,1,0,0.7083333333333333,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.9283582089552239,0.6579217632125549,0,True,False,False,True,False,True,False
3399-BMLVW,Male,,1,1,0.7083333333333333,Yes,No,Yes,Yes,No,Yes,No,No,No,0.4203980099502488,0.3580256173551811,0,False,True,True,False,False,False,False
1971-DTCZB,Female,,1,0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.7233830845771144,0.7442649434571891,0,False,True,False,False,False,False,False
3092-IGHWF,Male,,1,1,0.9305555555555555,Yes,Yes,No,Yes,Yes,No,No,No,No,0.6880597014925374,0.6808216016616663,1,True,False,False,True,False,True,False
3374-PZLXD,Male,,0,0,0.4722222222222222,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.014427860696517386,0.07579044541887839,0,False,False,False,False,True,False,True
3813-DHBBB,Male,,1,0,0.9305555555555555,No,No phone service,Yes,Yes,No,Yes,No,Yes,Yes,0.32537313432835824,0.40421186245095775,0,False,True,False,False,False,False,False
2812-REYAT,Female,,1,0,0.6805555555555555,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.01791044776119402,0.10435033464112625,0,True,False,False,False,False,False,True
6518-PPLMZ,Male,,1,1,0.736111111111111,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.011442786069651711,0.12595776598199862,0,False,True,False,False,True,False,True
4939-KYYPY,Male,,0,0,0.375,Yes,Yes,No,No,Yes,Yes,No,No,No,0.4099502487562189,0.18380452342487885,0,False,False,False,True,False,False,False
8017-LXHFA,Female,,0,0,0.3194444444444444,Yes,No,No,Yes,No,No,Yes,Yes,Yes,0.7611940298507462,0.2624971151627048,1,False,False,False,True,False,True,False
5930-GBIWP,Male,,0,0,0.9583333333333333,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.6293532338308457,0.6386395107315948,0,False,True,True,False,False,False,False
6022-KOUQO,Female,,1,1,0.027777777777777776,No,No phone service,No,No,No,Yes,No,No,No,0.10746268656716418,0.002994461112393261,0,False,False,False,False,False,False,False
6352-TWCAU,Female,,0,0,0.4861111111111111,Yes,Yes,No,No,No,No,Yes,No,Yes,0.6786069651741293,0.34736902838679895,1,False,False,False,True,False,True,False
2361-UPSND,Female,,1,0,0.6388888888888888,Yes,No,Yes,Yes,No,Yes,No,Yes,No,0.5208955223880596,0.37067274405723516,0,True,False,False,False,True,False,False
6035-RIIOM,Female,,0,0,0.75,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,0.7855721393034826,0.5897357489037618,0,False,True,False,False,False,True,False
2929-QNSRW,Female,,1,0,0.7777777777777777,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,0.7960199004975124,0.6334583429494577,1,True,False,False,True,False,True,False
1262-OPMFY,Female,,1,0,0.125,Yes,No,No,No,Yes,No,No,No,Yes,0.572139303482587,0.07351719363027925,1,False,False,False,False,False,True,False
9504-DSHWM,Male,,0,0,0.2777777777777778,Yes,Yes,Yes,No,No,Yes,No,No,No,0.4074626865671642,0.1352873297945996,0,False,False,False,False,False,False,False
5035-BVCXS,Male,,0,0,0.15277777777777776,Yes,No,No,Yes,No,No,No,No,Yes,0.5736318407960199,0.09780752365566582,0,False,False,False,False,True,True,False
6267-DCFFZ,Female,,1,0,0.41666666666666663,Yes,Yes,No,Yes,No,No,Yes,No,Yes,0.7144278606965173,0.3009923840295407,0,False,False,False,True,False,True,False
3533-UVMOM,Male,,1,0,0.9444444444444444,Yes,No,Yes,Yes,Yes,No,No,Yes,No,0.5243781094527363,0.5449630740826217,0,False,True,False,False,False,False,False
2439-LYPMQ,Male,,1,0,0.5277777777777778,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0.8393034825870646,0.4604661897069005,0,False,False,False,True,False,True,False
4248-QPAVC,Female,,1,0,0.2361111111111111,Yes,Yes,Yes,No,Yes,No,No,No,Yes,0.6676616915422885,0.16670320793907226,1,False,False,False,False,False,True,False
1899-VXWXM,Male,,0,0,0.6666666666666666,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0.8741293532338307,0.5843526425109624,1,True,False,True,False,False,True,False
1478-VPOAD,Female,,0,0,0.013888888888888888,Yes,No,No,No,No,No,No,No,No,0.254228855721393,0.002884837295176552,0,False,False,False,True,False,False,False
9995-HOTOH,Male,,1,1,0.875,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,No,0.4054726368159204,0.4256635125778906,0,False,True,False,True,False,False,False
2988-PLAHS,Female,,0,0,0.041666666666666664,Yes,No,No,No,Yes,No,Yes,Yes,Yes,0.5144278606965175,0.02326909762289407,0,True,False,False,True,False,False,False
1371-OJCEK,Female,,0,0,0.6666666666666666,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.06069651741293533,0.12865220401569352,0,True,False,False,False,False,False,True
4999-IEZLT,Male,,0,0,0.9166666666666666,No,No phone service,No,No,No,Yes,No,No,No,0.11144278606965174,0.2266732056312024,0,True,False,True,False,False,False,False
8883-ANODQ,Female,,1,1,0.9444444444444444,Yes,Yes,No,Yes,Yes,No,No,No,Yes,0.6582089552238807,0.6609681513962613,0,False,True,True,False,False,True,False
4690-LLKUA,Male,,0,0,0.2361111111111111,Yes,No,No,No,No,No,No,No,Yes,0.2666666666666666,0.08675282714054929,1,False,False,False,True,False,False,False
2351-RRBUE,Female,,1,1,0.09722222222222221,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.023880597014925342,0.013299099930763905,0,True,False,False,False,True,False,True
5980-BDHPY,Male,,1,0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.6850746268656716,0.7167435956612047,0,False,True,False,False,False,False,False
1498-DQNRX,Female,,1,0,0.40277777777777773,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.015920398009950265,0.06395684283406416,0,False,False,False,False,True,False,True
9469-WEJBT,Male,,1,0,0.5138888888888888,Yes,No,No,No,Yes,Yes,No,Yes,Yes,0.717412935323383,0.3923955688899146,0,False,False,False,True,False,True,False
3331-HQDTW,Female,,0,0,0.4722222222222222,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0.9109452736318407,0.41177590583891066,1,False,False,False,False,True,True,False
9490-DFPMD,Female,,0,0,0.5833333333333333,Yes,Yes,No,No,No,No,Yes,No,Yes,0.6606965174129353,0.40647934456496654,1,False,False,False,True,False,True,False
2581-VKIRT,Female,,1,1,0.8194444444444444,Yes,Yes,Yes,Yes,No,Yes,No,No,No,0.4701492537313433,0.4364758827602123,0,True,False,False,False,True,False,False
5442-XSDCW,Male,,1,1,0.15277777777777776,Yes,No,No,No,No,No,Yes,No,Yes,0.6094527363184079,0.09804984998846066,1,False,False,False,False,False,True,False
7426-WEIJX,Male,,1,1,0.8333333333333333,Yes,Yes,Yes,No,No,No,No,No,Yes,0.6238805970149254,0.5585391183937226,0,False,False,False,True,False,True,False
2851-MMUTZ,Female,,0,0,0.375,Yes,No,No,Yes,No,Yes,No,No,Yes,0.3771144278606965,0.16392222478652205,0,False,False,False,False,True,False,False
3049-NDXFL,Female,,0,0,0.013888888888888888,Yes,Yes,No,No,No,No,No,Yes,No,0.672139303482587,0.00773136395107316,1,False,False,False,False,True,True,False
8580-AECUZ,Male,,0,0,0.013888888888888888,Yes,No,No,No,No,No,Yes,No,Yes,0.6054726368159203,0.006958227555965843,1,False,False,False,True,False,True,False
3307-TLCUD,Male,,1,0,0.2361111111111111,No,No phone service,Yes,No,Yes,No,No,No,No,0.16069651741293528,0.06623009462266329,0,False,False,False,False,True,False,False
6625-FLENO,Male,,1,0,0.8055555555555555,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.02487562189054726,0.13468151396261252,0,False,True,False,False,True,False,True
2967-MXRAV,Male,,1,1,0.013888888888888888,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.00547263681592039,0.0,0,True,False,False,False,True,False,True
7963-GQRMY,Female,,1,1,0.041666666666666664,Yes,No,No,No,No,No,No,No,No,0.25920398009950246,0.013351027002077083,1,False,False,False,False,True,False,False
8189-HBVRW,Female,,0,0,0.736111111111111,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.7218905472636815,0.5657050542349411,0,False,False,False,True,False,True,False
4163-KIUHY,Male,,0,0,0.4861111111111111,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.07313432835820893,0.10182898684514194,0,False,False,False,True,False,False,True
1228-FZFRV,Male,,1,1,0.6944444444444444,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,0.872636815920398,0.6142395568889915,1,False,False,True,False,False,True,False
3500-NSDOA,Male,,1,1,0.9444444444444444,Yes,Yes,No,Yes,No,Yes,No,Yes,No,0.5228855721393034,0.5586372028617586,0,False,True,True,False,False,False,False
1171-TYKUR,Male,,1,0,0.6527777777777778,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.07114427860696515,0.12928686822063237,0,False,False,False,True,False,False,True
3761-FLYZI,Female,,1,0,0.9027777777777777,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0.9009950248756219,0.8150992384029541,0,False,False,False,False,False,True,False
2058-DCJBE,Male,,0,0,0.06944444444444445,Yes,No,No,No,No,No,No,No,Yes,0.5124378109452736,0.035287329794599594,1,False,False,False,True,False,True,False
5364-XYIRR,Male,,1,0,0.7083333333333333,Yes,Yes,No,No,No,No,Yes,Yes,Yes,0.7601990049751244,0.5531906300484652,1,False,False,False,True,False,True,False
4829-AUOAX,Female,,0,0,0.6388888888888888,Yes,Yes,No,No,No,No,Yes,Yes,No,0.7741293532338308,0.5055042695591968,1,False,False,False,False,False,True,False
1219-NNDDO,Female,,0,0,0.125,Yes,Yes,No,No,No,No,No,No,Yes,0.5830845771144277,0.07439995384260328,0,False,False,False,True,False,True,False
8388-DMKAE,Female,,0,0,0.1111111111111111,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.019900497512437804,0.017984075698130625,0,False,True,False,False,True,False,True
4403-BWPAY,Male,,0,0,0.19444444444444442,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.06517412935323383,0.03495268866835911,0,True,False,True,False,False,False,True
9659-QEQSY,Female,,0,0,0.625,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.9691542288557214,0.589279944611124,0,False,False,False,True,False,True,False
5405-ZMYXQ,Female,,0,0,0.1111111111111111,Yes,Yes,No,No,No,No,No,No,Yes,0.5606965174129352,0.06117009000692361,0,False,False,True,False,False,True,False
5047-LHVLY,Male,,0,1,0.013888888888888888,Yes,No,No,No,Yes,No,No,No,Yes,0.31741293532338305,0.0036175859681513963,1,False,False,False,False,True,False,False
1442-OKRJE,Male,,1,1,0.9166666666666666,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,0.8447761194029851,0.8091968612970228,0,True,False,False,False,False,True,False
4737-AQCPU,Male,,1,1,1.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0.535820895522388,0.5767193630279251,0,False,True,True,False,False,False,False
9158-VCTQB,Female,,1,0,0.5694444444444444,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.9487562189054725,0.5280579275328872,1,False,False,False,False,False,True,False
2808-CHTDM,Female,,1,1,0.3194444444444444,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.0681592039800995,0.06838795291945535,0,False,True,False,False,True,False,True
6311-UEUME,Female,,0,0,0.40277777777777773,Yes,No,No,No,No,No,Yes,No,Yes,0.6034825870646766,0.2729459958458343,1,False,False,False,True,False,True,False
0793-TWELN,Female,,0,0,0.05555555555555555,Yes,Yes,Yes,No,No,No,No,No,Yes,0.6159203980099502,0.034739210708516044,0,False,False,False,True,False,True,False
3283-WCWXT,Male,,1,1,0.08333333333333333,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.07114427860696515,0.015520424648049851,0,False,True,False,False,True,False,True
1060-ENTOF,Female,,1,0,0.9305555555555555,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.8671641791044776,0.8096930533117933,0,True,False,True,False,False,True,False
0999-QXNSA,Male,,0,1,0.09722222222222221,Yes,No,No,No,No,No,No,No,Yes,0.2736318407960199,0.037549042234018004,0,False,False,False,False,True,False,False
5451-MHQOF,Male,,1,1,0.7777777777777777,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.061691542288557194,0.16303369489960767,0,True,False,False,False,True,False,True
4836-WNFNO,Female,,1,0,1.0,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.06716417910447761,0.21121624740364645,0,False,True,True,False,False,False,True
9225-BZLNZ,Male,,1,0,1.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0.6666666666666666,0.6997807523655666,0,False,True,False,True,False,False,False
0354-VXMJC,Male,,1,1,0.3194444444444444,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.013432835820895522,0.047063235633510274,0,False,True,True,False,False,False,True
4422-QVIJA,Female,,0,1,0.4861111111111111,Yes,Yes,No,No,No,No,No,No,No,0.31741293532338305,0.18884721901684745,0,False,False,False,False,True,False,False
9365-SRSZE,Male,,1,0,0.375,Yes,No,No,No,No,No,No,No,Yes,0.5203980099502488,0.22214401107777523,0,False,False,False,True,False,True,False
6839-ITVZJ,Female,,1,1,0.3611111111111111,Yes,Yes,No,Yes,No,Yes,No,No,Yes,0.4159203980099502,0.18432379413801064,1,False,False,False,True,False,False,False
8332-OSJDW,Male,,1,1,0.16666666666666666,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.08109452736318407,0.03417378259866144,0,True,False,False,False,True,False,True
4735-BJKOU,Female,,0,0,0.5555555555555556,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.018905472636815884,0.09070505423494116,0,False,True,False,False,True,False,True
0274-JKUJR,Male,,1,1,0.09722222222222221,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,No,0.4039800995024876,0.05156935148857605,0,False,False,False,False,True,False,False
5740-YHGTW,Male,,1,1,0.9722222222222222,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,0.7890547263681591,0.7673955688899147,0,False,False,True,False,False,True,False
8917-SZTTJ,Male,,1,1,0.8333333333333333,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.013930348258706454,0.13188899146088162,0,False,True,True,False,False,False,True
1696-MZVAU,Male,,1,1,0.5416666666666666,No,No phone service,No,No,No,No,No,No,Yes,0.06965174129353235,0.10719478421417032,0,True,False,True,False,False,False,False
7359-WWYJV,Male,,1,0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.9572139303482586,0.9642568659127625,0,False,True,True,False,False,True,False
0375-HVGXO,Female,,0,0,0.013888888888888888,No,No phone service,No,No,No,No,Yes,No,Yes,0.16368159203980104,0.0018347565197322875,1,False,False,False,True,False,False,False
4906-ZHGPK,Male,,1,1,0.75,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,0.5218905472636816,0.43286406646665126,0,True,False,False,True,False,False,False
8593-WHYHV,Male,,0,0,0.041666666666666664,Yes,Yes,No,No,No,No,No,Yes,Yes,0.6671641791044776,0.028386798984537272,1,False,False,False,True,False,True,False
3795-GWTRD,Female,,1,1,0.875,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,0.5701492537313433,0.5410858527579046,0,False,True,True,False,False,False,False
1298-PHBTI,Male,,1,1,0.986111111111111,Yes,Yes,No,Yes,No,Yes,No,No,Yes,0.6621890547263681,0.7077775213477959,0,False,True,False,True,False,True,False
6223-DHJGV,Female,,0,0,0.5833333333333333,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.023880597014925342,0.10838910685437342,0,True,False,False,False,True,False,True
6961-MJKBO,Male,,0,0,0.6527777777777778,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.021890547263681587,0.10664666512808678,0,False,True,False,False,False,False,True
6097-EQISJ,Female,,1,1,0.9166666666666666,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0.8378109452736319,0.7611758596815139,1,True,False,True,False,False,True,False
4423-YLHDV,Female,,1,0,0.29166666666666663,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,0.8572139303482588,0.25172513270251556,1,False,False,False,False,False,True,False
8158-WPEZG,Male,,0,0,0.15277777777777776,No,No phone service,No,Yes,No,Yes,No,No,Yes,0.1731343283582089,0.046884375721209334,0,False,False,False,True,False,False,False
0107-YHINA,Male,,0,1,0.013888888888888888,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,0.8109452736318408,0.009341103161781675,1,False,False,False,True,False,True,False
4918-FYJNT,Female,,1,0,0.7638888888888888,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0.718407960199005,0.5799676898222941,0,False,False,False,True,False,True,False
0727-BNRLG,Male,,0,0,0.9583333333333333,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,0.7900497512437811,0.7759923840295407,0,False,True,True,False,False,True,False
4854-CIDCF,Female,,0,0,0.041666666666666664,Yes,No,No,No,Yes,No,No,No,No,0.553233830845771,0.020493884144934225,0,False,False,False,True,False,True,False
8640-SDGKB,Male,,0,0,0.05555555555555555,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,0.5587064676616916,0.03241403184860374,1,False,False,False,True,False,False,False
3280-MRDOF,Male,,0,0,0.41666666666666663,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,0.5059701492537313,0.23945303484883454,0,False,True,True,False,False,False,False
6435-SRWBJ,Female,,0,0,0.06944444444444445,Yes,Yes,No,No,Yes,Yes,No,No,Yes,0.6417910447761194,0.04603623355642742,0,False,False,False,True,False,True,False
9964-WBQDJ,Female,,1,0,0.986111111111111,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.061194029850746234,0.19693053311793218,0,False,True,True,False,False,False,True
6303-KFWSL,Female,,0,0,0.40277777777777773,Yes,Yes,No,Yes,No,No,No,No,Yes,0.3681592039800995,0.18479113777982922,0,True,False,False,True,False,False,False
1702-CCFNJ,Male,,1,0,0.7222222222222222,Yes,Yes,No,Yes,No,Yes,No,No,No,0.42885572139303485,0.36357604431110085,0,False,False,False,False,False,False,False
8932-CZHRQ,Male,,0,0,0.9444444444444444,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,0.582089552238806,0.6017135933533349,0,True,False,True,False,False,False,False
0386-CWRGM,Female,,1,1,0.6388888888888888,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.011442786069651711,0.10951419339949228,0,False,True,False,False,True,False,True
5515-RUGKN,Male,,0,0,0.1111111111111111,Yes,No,No,No,No,No,No,Yes,Yes,0.36318407960199006,0.04837872144011078,0,False,False,True,False,False,False,False
0404-AHASP,Male,,1,0,1.0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.014427860696517386,0.16190860835448884,0,False,True,True,False,False,False,True
7279-NMVJC,Female,,0,0,0.2361111111111111,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.01641791044776117,0.03512000923147934,0,True,False,False,False,False,False,True
2081-VEYEH,Male,,0,0,0.041666666666666664,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,0.8925373134328359,0.03459496884375722,0,False,False,False,True,False,True,False
6407-UTSLV,Female,,0,0,0.027777777777777776,Yes,No,No,Yes,No,No,Yes,No,Yes,0.6522388059701492,0.016720516962843292,0,False,False,False,False,False,True,False
4116-TZAQJ,Female,,0,0,0.125,Yes,No,Yes,No,No,No,No,No,Yes,0.5572139303482587,0.0716420493884145,1,False,False,True,False,False,True,False
9060-HJJRW,Female,,0,0,0.7083333333333333,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,0.37960199004975126,0.33576044311100856,0,True,False,True,False,False,False,False
2587-YNLES,Female,,1,1,0.08333333333333333,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.01840796019900498,0.00941033925686591,0,False,True,False,False,True,False,True
7398-SKNQZ,Female,,1,0,0.041666666666666664,Yes,Yes,No,No,No,No,Yes,Yes,No,0.7626865671641792,0.02935610431571659,0,False,False,False,True,False,True,False
5935-FCCNB,Female,,0,0,0.2361111111111111,Yes,Yes,No,No,No,No,Yes,Yes,Yes,0.7557213930348259,0.18340064620355415,0,False,False,False,True,False,True,False
1958-RNRKS,Male,,1,0,0.41666666666666663,Yes,Yes,No,No,No,No,No,No,No,0.31492537313432833,0.1642222478652204,0,False,False,False,True,False,False,False
5136-RGMZO,Male,,0,0,0.4305555555555555,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,0.5253731343283582,0.2480210016155089,0,False,False,False,True,False,False,False
8345-MVDYC,Female,,0,0,0.625,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,0.6308457711442786,0.4154050311562428,0,False,True,False,False,False,False,False
8226-BXGES,Male,,1,0,0.8888888888888888,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.708457711442786,0.6547253634894992,0,True,False,False,False,False,True,False
3877-JRJIP,Male,,0,0,0.013888888888888888,Yes,Yes,No,No,No,No,Yes,No,Yes,0.41393034825870645,0.004736902838679898,1,False,False,False,True,False,False,False
8375-DKEBR,Female,,0,0,0.013888888888888888,Yes,No,No,No,No,No,No,No,Yes,0.5109452736318407,0.005861989383798754,1,False,False,False,True,False,True,False
9705-IOVQQ,Male,,1,1,0.8472222222222222,Yes,Yes,No,Yes,No,No,Yes,Yes,No,0.8034825870646766,0.6866489729979229,0,True,False,False,True,False,True,False
1015-OWJKI,Male,,0,0,0.013888888888888888,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.007960199004975133,2.8848372951765545e-05,0,False,False,False,False,True,False,True
7511-YMXVQ,Male,,0,0,0.125,No,No phone service,No,No,No,No,Yes,Yes,Yes,0.27014925373134324,0.04615739672282484,1,False,False,False,True,False,False,False
2040-XBAVJ,Male,,1,1,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.9572139303482586,0.932581352411724,0,False,True,False,False,False,True,False
7551-JOHTI,Female,,0,0,0.013888888888888888,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.01243781094527363,8.077544426494335e-05,1,False,False,False,False,True,False,True
8887-IPQNC,Female,,1,0,0.09722222222222221,Yes,No,No,No,No,No,No,No,Yes,0.25870646766169153,0.034000692360950845,0,False,False,False,False,True,False,False
8646-JCOMS,Female,,1,0,0.9166666666666666,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,0.7194029850746269,0.7053023309485345,0,True,False,False,False,False,True,False
9804-ICWBG,Male,,0,0,0.013888888888888888,Yes,No,No,No,No,No,No,No,Yes,0.5139303482587065,0.0058966074313408735,1,False,False,False,True,False,True,False
1222-KJNZD,Male,,1,1,0.5555555555555556,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.021393034825870627,0.0838333717978306,0,False,False,False,False,False,False,True
0106-GHRQR,Male,,0,0,0.2222222222222222,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,0.5288557213930348,0.1376990537733672,0,False,False,False,False,False,False,False
