CustomerID,PhoneService,MultipleLines
1573-LGXBA,Yes,No
1764-VUUMT,Yes,No
5073-WXOYN,No,No phone service
4713-ZBURT,Yes,Yes
3050-GBUSH,No,No phone service
0207-MDKNV,Yes,No
7876-AEHIG,No,No phone service
7945-HLKEA,Yes,Yes
9342-VNIMQ,Yes,Yes
9851-KIELU,Yes,No
3523-BRGUW,Yes,No
3908-BLSYF,Yes,No
3199-NPKCN,Yes,Yes
5170-PTRKA,No,No phone service
4661-NJEUX,Yes,No
2123-AGEEN,Yes,No
1258-YMZNM,Yes,Yes
0048-LUMLS,Yes,No
7549-MYGPK,Yes,Yes
5898-IGSLP,Yes,Yes
3804-RVTGV,Yes,Yes
6259-WJQLC,Yes,Yes
9227-LUNBG,No,No phone service
7997-EASSD,Yes,Yes
0730-KOAVE,Yes,Yes
8975-SKGRX,Yes,Yes
0678-RLHVP,Yes,Yes
4315-MURBD,Yes,No
2267-FPIMA,Yes,Yes
1051-GEJLJ,Yes,No
9734-YWGEX,Yes,Yes
2719-BDAQO,Yes,No
5285-MVEHD,Yes,No
0379-DJQHR,Yes,No
0781-LKXBR,Yes,Yes
5543-QDCRY,Yes,No
0297-RBCSG,Yes,No
4694-PHWFW,Yes,No
0835-JKADZ,Yes,Yes
1907-UBQFC,Yes,No
7508-SMHXL,Yes,Yes
3865-YIOTT,Yes,Yes
5993-BQHEA,Yes,No
6024-RUGGH,Yes,Yes
6513-EECDB,Yes,Yes
3956-CJUST,Yes,No
4079-WWQQQ,No,No phone service
6103-BOCOU,Yes,Yes
5149-TGWDZ,Yes,No
7471-WNSUF,Yes,Yes
8942-DBMHZ,Yes,No
4301-VVZKA,Yes,Yes
9199-PWQVC,Yes,Yes
4824-GUCBY,Yes,No
5393-HJZSM,Yes,No
7074-IEVOJ,Yes,Yes
9625-QSTYE,Yes,No
0862-PRCBS,Yes,Yes
8812-ZRHFP,Yes,No
5146-CBVOE,Yes,No
0454-OKRCT,Yes,No
5787-KXGIY,Yes,No
4750-ZRXIU,Yes,Yes
4198-VFOEA,No,No phone service
6630-UJZMY,Yes,Yes
5709-LVOEQ,Yes,No
6400-BWQKW,Yes,Yes
2692-AQCPF,Yes,Yes
0347-UBKUZ,Yes,No
0835-DUUIQ,Yes,No
0811-GSDTP,No,No phone service
7567-ECMCM,Yes,No
6115-ZTBFQ,No,No phone service
6353-BRMMA,Yes,Yes
6680-WKXRZ,Yes,Yes
6231-WFGFH,Yes,No
9904-EHEVJ,Yes,Yes
7028-DVOIQ,Yes,Yes
6169-PPETC,Yes,No
4208-UFFGW,Yes,No
8584-KMVXD,Yes,No
8467-WYNSR,Yes,No
0851-DFJKB,Yes,No
5382-SOYZL,Yes,Yes
9448-REEVD,Yes,No
3261-CQXOL,Yes,Yes
8388-FYNPZ,Yes,No
4002-BQWPQ,Yes,Yes
5651-YLPRD,Yes,No
2826-DXLQO,No,No phone service
4378-BZYFP,Yes,No
9489-UTFKA,Yes,No
4849-PYRLQ,Yes,Yes
9117-SHLZX,Yes,No
9889-TMAHG,Yes,No
4541-RMRLG,Yes,No
7764-BDPEE,Yes,No
3429-IFLEM,Yes,No
3158-MOERK,Yes,Yes
7294-TMAOP,Yes,No
5002-GCQFH,Yes,Yes
0556-FJEGU,Yes,No
8919-FYFQZ,No,No phone service
0604-THJFP,Yes,No
2834-JRTUA,Yes,Yes
5875-YPQFJ,Yes,No
5879-SESNB,Yes,Yes
6646-QVXLR,Yes,Yes
6461-PPAXN,Yes,No
3318-ISQFQ,Yes,No
1106-HRLKZ,Yes,No
2483-XSSMZ,Yes,No
8603-IJWDN,Yes,Yes
8165-ZJRNM,Yes,Yes
9369-XFEHK,Yes,Yes
2604-XVDAM,Yes,No
3717-OFRTN,Yes,No
9046-JBFWA,Yes,No
3280-NMUVX,Yes,No
1206-EHBDD,Yes,No
8361-LBRDI,Yes,Yes
4883-KCPZJ,Yes,Yes
9108-EQPNQ,Yes,Yes
7277-KAMWT,Yes,No
3842-IYKUE,Yes,Yes
6641-XRPSU,Yes,No
1374-DMZUI,Yes,Yes
2545-LXYVJ,Yes,No
3234-VKACU,Yes,No
8357-EQXFO,Yes,No
1989-PRJHP,Yes,Yes
8120-JDCAM,Yes,No
8917-FAEMR,Yes,No
7047-YXDMZ,Yes,No
2858-EIMXH,Yes,Yes
9524-EGPJC,Yes,Yes
6993-OHLXR,Yes,No
8818-XYFCQ,Yes,Yes
6419-ZTTLE,Yes,No
0929-HYQEW,Yes,No
6614-YOLAC,No,No phone service
7426-RHZGU,Yes,No
4065-JJAVA,Yes,No
4695-VADHF,Yes,No
3863-IUBJR,Yes,No
7649-SIJJF,Yes,Yes
9361-YNQWJ,Yes,Yes
3748-FVMZZ,No,No phone service
9391-TTOYH,Yes,No
1452-XRSJV,Yes,No
3422-WJOYD,Yes,No
8242-SOQUO,Yes,No
7460-ITWWP,Yes,No
7147-AYBAA,Yes,No
7868-TMWMZ,Yes,No
4822-RVYBB,Yes,Yes
6732-FZUGP,Yes,Yes
8436-BJUMM,Yes,Yes
4184-TJFAN,Yes,No
8329-GWVPJ,Yes,No
1352-VHKAJ,Yes,Yes
4145-UQXUQ,Yes,No
2632-TACXW,Yes,Yes
8146-QQKZH,Yes,No
1767-CJKBA,Yes,Yes
6445-TNRXS,Yes,Yes
4581-LNWUM,No,No phone service
4869-EPIUS,Yes,No
9948-YPTDG,Yes,No
1236-WFCDV,Yes,No
1915-OAKWD,Yes,No
7296-PIXQY,Yes,No
4883-QICIH,Yes,No
3354-OADJP,Yes,No
3524-WQDSG,Yes,Yes
0810-DHDBD,Yes,Yes
4026-SKKHW,Yes,No
2829-HYVZP,Yes,No
8329-IBCTI,Yes,No
1271-SJBGZ,No,No phone service
3845-JHAMY,No,No phone service
7013-PSXHK,Yes,Yes
5669-SRAIP,No,No phone service
5981-ITEMU,Yes,Yes
3486-NPGST,Yes,No
6941-PMGEP,Yes,No
1624-WOIWJ,Yes,No
2074-GKOWZ,Yes,No
0376-YMCJC,Yes,Yes
6100-FJZDG,Yes,No
4829-ZLJTK,Yes,Yes
1730-VFMWO,Yes,No
7143-BQIBA,Yes,No
3800-LYTRK,Yes,No
0634-SZPQA,Yes,Yes
9646-NMHXE,Yes,No
7030-NJVDP,Yes,No
5536-RTPWK,Yes,Yes
8883-GRDWQ,Yes,No
6166-ILMNY,Yes,No
3097-NNSPB,Yes,No
7771-ZONAT,No,No phone service
0655-RBDUG,Yes,Yes
2111-DWYHN,Yes,No
4194-WHFCB,Yes,Yes
4121-AGSIN,Yes,Yes
4361-BKAXE,Yes,Yes
9845-PEEKO,Yes,Yes
0455-XFASS,Yes,No
0301-KOBTQ,Yes,No
1751-NCDLI,Yes,Yes
4367-NUYAO,Yes,Yes
9878-TNQGW,Yes,No
9170-ARBTB,Yes,No
4441-NIHPT,Yes,No
8999-BOHSE,Yes,No
7241-AJHFS,Yes,Yes
7029-RPUAV,Yes,Yes
4546-FOKWR,Yes,Yes
9036-CSKBW,Yes,Yes
5832-TRLPB,Yes,No
8590-YFFQO,Yes,No
8659-IOOPU,Yes,Yes
1338-CECEE,Yes,Yes
7439-DKZTW,Yes,No
4646-QZXTF,Yes,No
4607-CHPCA,Yes,No
9742-XOKTS,Yes,Yes
6921-OZMFH,Yes,Yes
9578-FOMUK,Yes,Yes
4712-UYOOI,Yes,No
8824-RWFXJ,Yes,No
7722-CVFXN,Yes,Yes
8717-VCTXJ,Yes,No
7363-QTBIW,Yes,No
4159-NAAIX,Yes,Yes
0971-QIFJK,Yes,Yes
9397-TZSHA,Yes,Yes
3391-JSQEW,Yes,No
0343-QLUZP,No,No phone service
9763-PDTKK,Yes,No
2176-LVPNX,Yes,Yes
7627-JKIAZ,Yes,Yes
3312-UUMZW,Yes,Yes
1271-UODNO,Yes,Yes
8461-EFQYM,Yes,Yes
6900-RBKER,Yes,Yes
6891-JPYFF,Yes,Yes
1459-QNFQT,No,No phone service
1047-NNCBF,Yes,No
3696-XRIEN,Yes,Yes
4081-DYXAV,No,No phone service
0074-HDKDG,Yes,No
8791-GFXLZ,Yes,No
8111-SLLHI,Yes,Yes
0927-LCSMG,Yes,No
9330-DHBFL,Yes,No
0098-BOWSO,Yes,No
3452-ABWRL,Yes,Yes
5859-HZYLF,Yes,No
8257-RZAHR,Yes,Yes
5293-WXJAK,Yes,Yes
3156-QLHBO,Yes,No
2208-NQBCT,Yes,No
1779-PWPMG,Yes,Yes
6621-NRZAK,Yes,No
0831-JNISG,Yes,No
0774-IFUVM,Yes,Yes
3082-WQRVY,Yes,No
9553-DLCLU,Yes,Yes
1641-BYBTK,Yes,No
2460-NGXBJ,Yes,Yes
2446-ZKVAF,Yes,Yes
0841-NULXI,No,No phone service
3522-CDKHF,Yes,No
1430-SFQSA,No,No phone service
0411-EZJZE,Yes,Yes
7851-WZEKY,Yes,Yes
8844-TONUD,Yes,No
8807-ARQET,No,No phone service
8992-CEUEN,Yes,No
4320-QMLLA,Yes,No
8777-PVYGU,Yes,No
8292-ITGYJ,Yes,Yes
6870-ZWMNX,Yes,Yes
0621-CXBKL,Yes,No
5268-DSMNQ,Yes,Yes
5334-JLAXU,Yes,Yes
4086-YQSNZ,Yes,No
6242-MBHPK,Yes,No
5868-CZJDR,No,No phone service
9359-UGBTK,Yes,No
0135-NMXAP,Yes,Yes
4782-OSFXZ,Yes,Yes
6479-OAUSD,Yes,No
7129-ACFOG,Yes,Yes
4189-NAKJS,Yes,Yes
5562-BETPV,Yes,No
1282-IHQAC,No,No phone service
9127-FHJBZ,Yes,Yes
6270-OMFIW,Yes,No
1641-RQDAY,Yes,Yes
0107-WESLM,Yes,No
6994-ORCWG,Yes,Yes
1346-UFHAX,Yes,Yes
3992-YWPKO,Yes,Yes
2933-XEUJM,Yes,Yes
0125-LZQXK,Yes,No
5461-QKNTN,Yes,Yes
4835-YSJMR,Yes,No
8399-YNDCH,Yes,No
3164-YAXFY,No,No phone service
0887-WBJVH,Yes,No
4660-IRIBM,Yes,No
5673-FSSMF,Yes,Yes
7670-ZBPOQ,Yes,Yes
8089-UZWLX,Yes,Yes
0080-OROZO,Yes,No
3916-NRPAP,Yes,No
6807-SIWJI,Yes,Yes
8221-HVAYI,Yes,Yes
1579-KLYDT,Yes,Yes
5232-NXPAY,Yes,No
8967-SZQAS,Yes,No
4468-KAZHE,Yes,No
0455-ENTCR,Yes,Yes
8944-AILEF,Yes,No
5542-NKVRU,Yes,No
7126-RBHSD,Yes,Yes
5370-IIVVL,Yes,Yes
6789-HJBWG,Yes,No
3927-NLNRY,Yes,No
9087-EYCPR,Yes,Yes
6791-YBNAK,No,No phone service
6358-LYNGM,Yes,Yes
6077-BDPXA,Yes,No
0013-MHZWF,Yes,No
5494-HECPR,Yes,No
8268-YDIXR,Yes,Yes
9824-BEMCV,Yes,No
1373-ORVIZ,Yes,Yes
4291-SHSBH,Yes,No
6980-IMXXE,Yes,No
9866-QEVEE,Yes,Yes
9897-KXHCM,Yes,No
0040-HALCW,Yes,No
0784-GTUUK,Yes,Yes
7979-CORPM,Yes,Yes
2294-DMMUS,Yes,Yes
0872-JCPIB,Yes,Yes
3055-MJDSB,No,No phone service
9091-WTUUY,Yes,No
1618-CFHME,Yes,Yes
3165-HDOEW,Yes,No
6581-NQCBA,No,No phone service
7115-IRDHS,Yes,Yes
8496-DMZUK,Yes,Yes
2040-VZIKE,Yes,Yes
9068-VPWQQ,Yes,Yes
0178-SZBHO,Yes,Yes
0384-RVBPI,Yes,No
1689-MRZQR,Yes,No
1299-AURJA,Yes,Yes
4525-VZCZG,Yes,No
1543-LLLFT,Yes,Yes
5835-BEQEU,Yes,Yes
2788-CJQAQ,Yes,No
5565-FILXA,Yes,Yes
0319-QZTCO,Yes,No
2120-SMPEX,Yes,No
0096-FCPUF,Yes,Yes
0668-OGMHD,No,No phone service
5552-ZNFSJ,Yes,No
2223-KAGMX,Yes,No
6507-ZJSUR,Yes,No
9408-HRXRK,Yes,Yes
5593-SUAOO,Yes,Yes
7321-PKUYW,Yes,Yes
2833-SLKDQ,Yes,No
6766-HFKLA,Yes,Yes
7595-EUIVN,Yes,No
7617-EYGLW,Yes,No
2026-TGDHM,Yes,No
9220-ZNKJI,Yes,No
4030-VPZBD,No,No phone service
2226-ICFDO,Yes,Yes
0723-VSOBE,No,No phone service
5529-GIBVH,Yes,No
4187-CINZD,Yes,No
9992-UJOEL,Yes,No
4741-WWJQZ,Yes,No
6625-UTXEW,Yes,No
6818-WOBHJ,Yes,Yes
6244-BESBM,Yes,No
1004-NOZNR,Yes,No
1251-STYSZ,Yes,Yes
2612-PHGOX,Yes,Yes
2408-TZMJL,Yes,Yes
8480-PPONV,Yes,Yes
8780-IHCRN,Yes,Yes
4598-ZADCK,No,No phone service
1257-SXUXQ,Yes,No
9681-KYGYB,Yes,Yes
7182-OVLBJ,Yes,Yes
5095-ETBRJ,Yes,No
7005-CYUIL,Yes,No
4821-WQOYN,Yes,No
4730-AWNAU,No,No phone service
3452-FLHYD,Yes,No
2388-LAESQ,Yes,Yes
9531-NSBMR,Yes,No
6260-ONULR,Yes,No
4389-UEFCZ,Yes,Yes
8711-LOBKY,Yes,No
9134-CEQMF,Yes,No
8985-OOPOS,Yes,No
8800-ZKRFW,Yes,Yes
2616-FLVQC,Yes,No
9968-FFVVH,Yes,Yes
3108-PCCGG,Yes,Yes
7993-PYKOF,Yes,No
8390-FESFV,Yes,Yes
3022-BEXHZ,Yes,Yes
5027-XWQHA,Yes,No
6248-TKCQV,Yes,Yes
6729-GDNGC,Yes,No
6198-ZFIOJ,Yes,Yes
5989-OMNJE,No,No phone service
4566-QVRRW,Yes,No
1291-CUOCY,Yes,Yes
9795-SHUHB,Yes,No
3230-IUALN,Yes,No
0042-RLHYP,Yes,No
8519-IMDHU,Yes,Yes
4945-RVMTE,Yes,No
0201-OAMXR,Yes,Yes
1866-NXPSP,Yes,No
3372-KWFBM,Yes,Yes
7831-QGOXH,Yes,Yes
6393-WRYZE,Yes,Yes
3941-XTSKM,No,No phone service
1661-CZBAU,Yes,Yes
6599-RCLCJ,Yes,Yes
9831-BPFRI,Yes,Yes
5158-RIVOP,Yes,No
9788-YTFGE,Yes,No
9277-JOOMO,Yes,Yes
1907-YLNYW,Yes,No
1725-MIMXW,Yes,No
8947-YRTDV,Yes,No
3161-ONRWK,Yes,No
0114-RSRRW,Yes,No
4565-NLZBV,Yes,Yes
0031-PVLZI,Yes,No
7206-GZCDC,Yes,No
6682-VCIXC,No,No phone service
4791-QRGMF,Yes,Yes
6475-VHUIZ,Yes,No
3910-MRQOY,Yes,No
0661-WCQNQ,Yes,No
7537-RBWEA,No,No phone service
4656-CAURT,Yes,Yes
0121-SNYRK,No,No phone service
1768-ZAIFU,No,No phone service
4671-LXRDQ,Yes,No
3733-LSYCE,Yes,No
6265-FRMTQ,Yes,No
1934-SJVJK,Yes,No
3838-OZURD,Yes,Yes
1371-DWPAZ,No,No phone service
9269-CQOOL,Yes,No
2017-CCBLH,Yes,No
7690-KPNCU,Yes,No
0536-BGFMZ,Yes,No
2293-IJWPS,Yes,Yes
2845-HSJCY,Yes,Yes
5469-NUJUR,Yes,No
1184-PJVDB,Yes,No
2625-TRCZQ,No,No phone service
4102-HLENU,Yes,Yes
7266-GSSJX,Yes,No
7722-VJRQD,No,No phone service
7073-QETQY,Yes,No
9415-DPEWS,Yes,Yes
5624-RYAMH,Yes,No
0196-JTUQI,Yes,Yes
7130-YXBRO,Yes,Yes
9272-LSVYH,Yes,No
7943-RQCHR,Yes,Yes
3793-MMFUH,Yes,Yes
3249-ZPQRG,Yes,Yes
2568-BRGYX,Yes,No
3084-DOWLE,Yes,Yes
1084-MNSMJ,Yes,No
7721-JXEAW,No,No phone service
7249-WBIYX,Yes,Yes
4238-HFHSN,Yes,Yes
6250-CGGUN,Yes,No
5478-JJVZK,Yes,Yes
7596-IIWYC,Yes,No
6567-HOOPW,Yes,No
9793-WECQC,Yes,No
4291-HPAXL,Yes,No
8999-YPYBV,Yes,No
1839-FBNFR,Yes,No
3164-AALRN,Yes,No
3071-MVJCD,Yes,Yes
1697-BCSHV,Yes,Yes
0562-KBDVM,No,No phone service
1131-SUEKT,Yes,No
3717-OEAUQ,Yes,No
4538-WNTMJ,Yes,Yes
3334-CTHOL,Yes,Yes
4704-ERYFC,Yes,No
9432-RUVSL,Yes,No
8060-HIWJJ,Yes,Yes
7684-XSZIY,Yes,Yes
9089-UOWJG,Yes,No
8621-MNIHH,Yes,Yes
8039-ACLPL,Yes,No
9885-AIBVB,Yes,Yes
1934-MKPXS,Yes,No
2592-YKDIF,Yes,No
2272-JKMSI,Yes,Yes
0471-LVHGK,Yes,Yes
9518-RWHZL,Yes,Yes
8714-CTZJW,Yes,No
3569-EDBPQ,Yes,Yes
3131-NWVFJ,Yes,No
7521-YXVZY,Yes,No
5419-CONWX,Yes,No
6240-EURKS,No,No phone service
2373-NTKOD,Yes,No
1970-KKFWL,Yes,Yes
6960-HVYXR,Yes,Yes
9337-SRRNI,Yes,Yes
0895-UADGO,No,No phone service
5678-VFNEQ,Yes,Yes
5977-CKHON,Yes,Yes
7024-OHCCK,Yes,Yes
2692-BUCFV,Yes,No
7861-UVUFT,Yes,No
1830-GGFNM,Yes,Yes
5302-BDJNT,Yes,Yes
5223-UZAVK,Yes,No
4859-ZSRDZ,No,No phone service
5651-WYIPH,Yes,No
9350-VLHMB,Yes,Yes
3498-LZGQZ,Yes,No
8785-CJSHH,Yes,Yes
5357-TZHPP,Yes,Yes
3870-SPZSI,Yes,Yes
0680-DFNNY,Yes,Yes
7560-QRBXH,Yes,No
7077-XJMET,Yes,No
8752-GHJFU,Yes,Yes
6896-SRVYQ,Yes,No
7767-UXAGJ,Yes,Yes
4652-ODEVH,Yes,Yes
6510-UPNKS,Yes,Yes
6718-BDGHG,Yes,Yes
9046-DQMTP,Yes,No
6439-LAJXL,Yes,No
1571-SAVHK,Yes,Yes
9052-VKDUW,Yes,Yes
9546-CQJSU,Yes,Yes
1666-JZPZT,Yes,Yes
5777-KJIRB,Yes,No
0506-LVNGN,Yes,No
7677-SJJJK,Yes,No
2480-EJWYP,Yes,Yes
3253-HKOKL,Yes,No
7055-HNEOJ,Yes,No
5514-YQENT,Yes,No
3211-AAPKX,Yes,Yes
8445-DNBAE,Yes,Yes
2951-QOQTK,Yes,Yes
2958-NHPPS,Yes,No
6806-YDEUL,Yes,No
1735-XMJVH,Yes,No
6890-PFRQX,Yes,Yes
0222-CNVPT,No,No phone service
5899-OUVKV,Yes,No
8681-ICONS,Yes,No
1621-YNCJH,Yes,Yes
3473-XIIIT,Yes,Yes
6362-QHAFM,Yes,Yes
7893-IXHRQ,Yes,No
3070-BDOQC,Yes,No
2952-QAYZF,Yes,Yes
6234-PFPXL,Yes,Yes
9824-QCJPK,Yes,No
4763-PGDPO,Yes,No
4283-IVYCI,Yes,No
1866-OBPNR,Yes,No
8205-MQUGY,Yes,No
8970-ANWXO,Yes,Yes
9480-BQJEI,Yes,Yes
5394-SVGJV,Yes,Yes
6979-TNDEU,Yes,No
9777-WJJPR,Yes,Yes
9283-LZQOH,Yes,Yes
7079-QRCBC,Yes,Yes
9495-SKLKD,Yes,Yes
6048-UWKAL,Yes,Yes
5067-DGXLL,Yes,No
5469-CTCWN,Yes,Yes
9851-QXEEQ,Yes,Yes
6281-FKEWS,No,No phone service
8898-KASCD,No,No phone service
9242-TKFSV,No,No phone service
9290-SHCMB,Yes,No
0743-HNPFG,Yes,No
2277-BKJKN,Yes,No
9809-IMGCQ,Yes,Yes
5208-HFSBT,Yes,No
5035-PGZXH,Yes,Yes
8695-WDYEA,Yes,No
6543-JXSOO,Yes,No
8016-ZMGMO,Yes,Yes
8605-ITULD,Yes,No
3254-YRILK,Yes,Yes
6416-YJTTB,Yes,No
2667-WYLWJ,Yes,No
4472-VESGY,Yes,Yes
3195-TQDZX,Yes,No
3128-YOVTD,Yes,No
0529-ONKER,Yes,Yes
1728-CXQBE,Yes,Yes
7041-TXQJH,No,No phone service
5014-GSOUQ,Yes,No
5724-BIDBU,Yes,Yes
0481-SUMCB,Yes,Yes
1769-GRUIK,Yes,No
5240-IJOQT,Yes,Yes
8819-WFGGJ,No,No phone service
7427-AUFPY,Yes,No
2811-POVEX,Yes,No
1092-GANHU,Yes,No
7898-PDWQE,Yes,Yes
9972-EWRJS,Yes,No
9314-IJWSQ,Yes,Yes
0661-XEYAN,No,No phone service
5799-JRCZO,Yes,No
1921-KYSAY,Yes,Yes
6198-RTPMF,Yes,Yes
2924-KHUVI,Yes,Yes
1925-GMVBW,Yes,No
7881-EVUAD,No,No phone service
6184-DYUOB,Yes,No
9207-ZPANB,Yes,Yes
5766-XQXMQ,Yes,No
9327-QSDED,Yes,No
1656-DRSMG,Yes,Yes
3012-VFFMN,Yes,No
2984-AFWNC,Yes,No
0640-YJTPY,Yes,No
8096-LOIST,Yes,No
9764-REAFF,Yes,No
3703-VAVCL,Yes,No
7107-UBYKY,Yes,Yes
4881-GQJTW,Yes,No
8519-QJGJD,Yes,No
7876-DNYAP,Yes,No
7905-NJMXS,Yes,Yes
2882-WDTBA,Yes,No
2091-GPPIQ,Yes,Yes
6326-MTTXK,Yes,Yes
5071-FBJFS,Yes,No
2796-UUZZO,Yes,No
2429-AYKKO,Yes,No
9798-OPFEM,Yes,No
0330-IVZHA,Yes,No
3794-NFNCH,Yes,No
5193-QLVZB,Yes,Yes
7114-AEOZE,Yes,No
2886-KEFUM,Yes,Yes
5522-NYKPB,Yes,No
4237-RLAQD,Yes,No
9957-YODKZ,Yes,Yes
6518-KZXCB,Yes,Yes
2245-ADZFJ,Yes,Yes
7776-QGYJC,Yes,No
9313-QOLTZ,Yes,No
9651-GTSAQ,Yes,No
3186-BAXNB,Yes,No
4672-FOTSD,Yes,Yes
0637-YLETY,Yes,Yes
9818-XQCUV,Yes,No
7338-ERIVA,No,No phone service
1157-BQCUW,Yes,Yes
8259-NFJTV,No,No phone service
3223-DWFIO,Yes,No
2660-EMUBI,Yes,Yes
6968-GMKPR,Yes,No
4751-ERMAN,Yes,No
1436-ZMJAN,Yes,No
3292-PBZEJ,Yes,Yes
0799-DDIHE,Yes,No
3070-FNFZQ,Yes,No
2812-SFXMJ,Yes,No
7675-OZCZG,Yes,No
5014-WUQMG,Yes,No
5312-TSZVC,Yes,No
2003-CKLOR,Yes,No
0993-OSGPT,Yes,No
9254-RBFON,Yes,No
1205-WNWPJ,Yes,No
9391-EOYLI,Yes,No
7108-DGVUU,Yes,Yes
2782-JEEBU,No,No phone service
5127-BZENZ,Yes,Yes
2720-FVBQP,Yes,Yes
9906-NHHVC,No,No phone service
4522-XRWWI,Yes,Yes
3766-EJLFL,Yes,Yes
5939-SXWHM,Yes,Yes
8152-UOBNY,Yes,Yes
7351-KYHQH,Yes,No
7643-RCHXS,Yes,No
8246-SHFGA,Yes,No
8387-MOJJT,Yes,No
0620-XEFWH,Yes,No
6485-QXWWE,Yes,Yes
2761-OCIAX,Yes,No
7321-VGNKU,Yes,No
5327-CNLUQ,Yes,Yes
7552-KEYGT,Yes,No
5816-JMLGY,Yes,No
3068-OMWZA,Yes,Yes
2927-QRRQV,Yes,Yes
6032-KRXXO,Yes,No
7459-RRWQZ,Yes,Yes
6265-SXWBU,Yes,Yes
7941-RCJOW,Yes,No
6374-NTQLP,Yes,No
4154-AQUGT,Yes,No
2387-KDZQY,Yes,No
3584-WKTTW,Yes,Yes
3399-BMLVW,Yes,No
1971-DTCZB,Yes,Yes
3092-IGHWF,Yes,Yes
3374-PZLXD,Yes,No
3813-DHBBB,No,No phone service
2812-REYAT,Yes,No
6518-PPLMZ,Yes,No
4939-KYYPY,Yes,Yes
8017-LXHFA,Yes,No
5930-GBIWP,Yes,Yes
6022-KOUQO,No,No phone service
6352-TWCAU,Yes,Yes
2361-UPSND,Yes,No
6035-RIIOM,Yes,Yes
2929-QNSRW,Yes,Yes
1262-OPMFY,Yes,No
9504-DSHWM,Yes,Yes
5035-BVCXS,Yes,No
6267-DCFFZ,Yes,Yes
3533-UVMOM,Yes,No
2439-LYPMQ,Yes,Yes
4248-QPAVC,Yes,Yes
1899-VXWXM,Yes,Yes
1478-VPOAD,Yes,No
9995-HOTOH,No,No phone service
2988-PLAHS,Yes,No
1371-OJCEK,Yes,Yes
4999-IEZLT,No,No phone service
8883-ANODQ,Yes,Yes
4690-LLKUA,Yes,No
2351-RRBUE,Yes,No
5980-BDHPY,Yes,Yes
1498-DQNRX,Yes,No
9469-WEJBT,Yes,No
3331-HQDTW,Yes,Yes
9490-DFPMD,Yes,Yes
2581-VKIRT,Yes,Yes
5442-XSDCW,Yes,No
7426-WEIJX,Yes,Yes
2851-MMUTZ,Yes,No
3049-NDXFL,Yes,Yes
8580-AECUZ,Yes,No
3307-TLCUD,No,No phone service
6625-FLENO,Yes,No
2967-MXRAV,Yes,No
7963-GQRMY,Yes,No
8189-HBVRW,Yes,Yes
4163-KIUHY,Yes,Yes
1228-FZFRV,Yes,Yes
3500-NSDOA,Yes,Yes
1171-TYKUR,Yes,Yes
3761-FLYZI,Yes,Yes
2058-DCJBE,Yes,No
5364-XYIRR,Yes,Yes
4829-AUOAX,Yes,Yes
1219-NNDDO,Yes,Yes
8388-DMKAE,Yes,No
4403-BWPAY,Yes,Yes
9659-QEQSY,Yes,Yes
5405-ZMYXQ,Yes,Yes
5047-LHVLY,Yes,No
1442-OKRJE,Yes,No
4737-AQCPU,Yes,Yes
9158-VCTQB,Yes,Yes
2808-CHTDM,Yes,Yes
6311-UEUME,Yes,No
0793-TWELN,Yes,Yes
3283-WCWXT,Yes,Yes
1060-ENTOF,Yes,Yes
0999-QXNSA,Yes,No
5451-MHQOF,Yes,Yes
4836-WNFNO,Yes,Yes
9225-BZLNZ,Yes,Yes
0354-VXMJC,Yes,No
4422-QVIJA,Yes,Yes
9365-SRSZE,Yes,No
6839-ITVZJ,Yes,Yes
8332-OSJDW,Yes,Yes
4735-BJKOU,Yes,No
0274-JKUJR,No,No phone service
5740-YHGTW,Yes,Yes
8917-SZTTJ,Yes,No
1696-MZVAU,No,No phone service
7359-WWYJV,Yes,Yes
0375-HVGXO,No,No phone service
4906-ZHGPK,Yes,Yes
8593-WHYHV,Yes,Yes
3795-GWTRD,Yes,No
1298-PHBTI,Yes,Yes
6223-DHJGV,Yes,No
6961-MJKBO,Yes,No
6097-EQISJ,Yes,Yes
4423-YLHDV,Yes,Yes
8158-WPEZG,No,No phone service
0107-YHINA,Yes,Yes
4918-FYJNT,Yes,Yes
0727-BNRLG,Yes,Yes
4854-CIDCF,Yes,No
8640-SDGKB,Yes,No
3280-MRDOF,Yes,Yes
6435-SRWBJ,Yes,Yes
9964-WBQDJ,Yes,Yes
6303-KFWSL,Yes,Yes
1702-CCFNJ,Yes,Yes
8932-CZHRQ,Yes,Yes
0386-CWRGM,Yes,No
5515-RUGKN,Yes,No
0404-AHASP,Yes,No
7279-NMVJC,Yes,No
2081-VEYEH,Yes,No
6407-UTSLV,Yes,No
4116-TZAQJ,Yes,No
9060-HJJRW,No,No phone service
2587-YNLES,Yes,No
7398-SKNQZ,Yes,Yes
5935-FCCNB,Yes,Yes
1958-RNRKS,Yes,Yes
5136-RGMZO,Yes,Yes
8345-MVDYC,Yes,No
8226-BXGES,Yes,Yes
3877-JRJIP,Yes,Yes
8375-DKEBR,Yes,No
9705-IOVQQ,Yes,Yes
1015-OWJKI,Yes,No
7511-YMXVQ,No,No phone service
2040-XBAVJ,Yes,Yes
7551-JOHTI,Yes,No
8887-IPQNC,Yes,No
8646-JCOMS,Yes,Yes
9804-ICWBG,Yes,No
1222-KJNZD,Yes,No
0106-GHRQR,Yes,Yes
5318-IXUZF,Yes,No
3768-VHXQO,Yes,Yes
