CustomerID,MonthlyCharges,TotalCharges
7131-ZQZNK,59.85,3590.2
3442-ZHHCC,76.9,5023.0
5726-CVNYA,19.85,146.6
9871-ELEYA,67.65,2339.3
4257-GAESD,45.0,298.7
5173-WXOQV,64.2,143.65
2040-OBMLJ,81.7,2548.65
6286-ZHAOK,25.55,507.4
3807-XHCJH,20.0,20.0
3009-JWMPU,96.75,6125.4
5671-RQRLP,75.65,5411.4
1450-GALXR,98.5,1058.25
8859-AXJZP,23.8,903.8
3174-AKMAS,64.2,3009.5
3138-BKYAV,85.35,489.45
9926-PJHDQ,76.8,5468.45
7382-DFJTU,55.2,1058.1
2798-NYLMZ,108.55,7616.0
4289-DTDKW,101.3,4113.1
1820-TQVEV,69.55,69.55
2239-JALAW,103.25,6017.65
4853-RULSV,104.0,7250.15
8098-TDCBU,25.25,1108.2
3551-GAEGL,30.4,938.65
4785-NKHCX,20.05,94.15
3196-NVXLZ,84.6,2088.05
6275-YDUVO,86.2,178.7
0036-IHMOT,103.7,5656.75
0115-TFERT,111.2,2317.1
4178-EGMON,88.0,5986.45
4220-TINQT,106.35,6751.35
5318-YKDPV,79.15,3566.6
7975-TZMLR,103.1,4889.3
0295-QVKPB,63.95,318.1
4335-BSMJS,25.8,1563.95
2311-QYMUQ,89.45,1430.25
3643-AHCFP,95.6,644.35
9146-JRIOX,25.55,372.45
3104-OWCGK,90.95,5453.4
5337-IIWKZ,44.85,1442.6
9101-BWFSS,108.55,5610.7
9650-VBUOG,25.05,963.95
3487-EARAT,74.1,5222.3
2672-TGEFF,88.8,3340.55
9231-ZJYAM,78.85,292.8
4250-WAROZ,93.25,5774.55
8184-WMOFI,71.4,4487.3
6982-SSHFK,44.4,44.4
6092-QZVPP,79.2,2854.95
4625-LAMOB,20.4,905.55
0727-BMPLR,100.0,5509.3
0392-BZIUW,105.0,7589.8
1038-ZAGBI,19.8,229.6
6549-NNDYT,30.85,394.1
3027-ZTDHO,89.9,89.9
0422-OHQHQ,20.55,295.95
6916-HIJSE,84.85,5459.2
2316-ESMLS,33.15,444.75
9778-OGKQZ,92.0,6782.15
7408-OFWXJ,89.8,6510.45
6007-TCTST,115.8,8476.5
2252-NKNSI,85.15,4461.85
8713-IGZSO,24.85,62.0
7905-TVXTA,64.35,352.65
7695-PKLCZ,20.5,1424.9
2382-BCKQJ,100.15,6413.65
8374-UULRV,86.05,6309.65
2207-NHRJK,50.8,50.8
3224-DFQNQ,89.0,5898.6
5275-PMFUT,64.8,4719.75
4795-UXVCJ,19.8,457.3
9777-IQHWP,93.4,5822.3
0947-MUGVO,73.65,1463.5
9944-HKVVB,95.1,307.4
4124-MMETB,94.65,2104.55
3671-SHRSP,80.6,319.15
0979-MOZQI,39.0,2337.45
2732-ISEZX,20.5,104.3
3313-QKNKB,85.55,5084.65
0323-XWWTN,26.4,121.25
1937-OTUKY,98.2,7015.9
1573-LGXBA,97.55,5598.0
1764-VUUMT,19.95,1269.1
5073-WXOYN,50.8,3027.4
4713-ZBURT,99.7,4634.35
3050-GBUSH,34.8,113.95
0207-MDKNV,105.1,1582.75
7876-AEHIG,60.15,3077.0
7945-HLKEA,64.75,4039.5
9342-VNIMQ,54.65,1665.2
9851-KIELU,110.1,1043.3
3523-BRGUW,19.3,504.2
3908-BLSYF,83.9,497.55
3199-NPKCN,111.25,7511.65
5170-PTRKA,35.8,1782.0
4661-NJEUX,20.05,20.05
2123-AGEEN,84.35,609.65
1258-YMZNM,110.5,2857.6
0048-LUMLS,91.2,3247.55
7549-MYGPK,100.55,6215.35
5898-IGSLP,89.3,2823.0
3804-RVTGV,103.85,5017.9
6259-WJQLC,81.1,2619.25
9227-LUNBG,24.6,24.6
7997-EASSD,81.2,4965.1
0730-KOAVE,94.3,2679.7
8975-SKGRX,116.1,8310.55
0678-RLHVP,105.55,5682.25
4315-MURBD,98.9,1120.95
2267-FPIMA,94.4,4914.9
1051-GEJLJ,19.5,27.55
9734-YWGEX,98.3,923.5
2719-BDAQO,93.85,1625.65
5285-MVEHD,105.6,6068.65
0379-DJQHR,81.35,5398.6
0781-LKXBR,100.5,918.6
5543-QDCRY,56.4,234.85
0297-RBCSG,65.35,1231.85
4694-PHWFW,19.95,170.9
0835-JKADZ,111.25,7984.15
1907-UBQFC,72.85,688.65
7508-SMHXL,89.0,1288.3
3865-YIOTT,106.1,7848.5
5993-BQHEA,20.05,267.0
6024-RUGGH,25.2,1798.9
6513-EECDB,73.55,73.55
3956-CJUST,75.4,1643.55
4079-WWQQQ,65.55,4807.45
6103-BOCOU,80.7,2193.0
5149-TGWDZ,104.55,2239.4
7471-WNSUF,24.15,1505.9
8942-DBMHZ,20.45,255.35
4301-VVZKA,75.4,1189.4
9199-PWQVC,79.7,4786.15
4824-GUCBY,81.7,1820.9
5393-HJZSM,76.3,2404.15
7074-IEVOJ,79.4,205.05
9625-QSTYE,81.15,952.3
0862-PRCBS,103.75,7039.45
8812-ZRHFP,86.45,2538.05
5146-CBVOE,75.1,1212.85
0454-OKRCT,80.6,2651.1
5787-KXGIY,19.3,1304.8
4750-ZRXIU,84.6,360.1
4198-VFOEA,33.6,435.45
6630-UJZMY,83.25,308.05
5709-LVOEQ,80.85,
6400-BWQKW,79.05,434.5
2692-AQCPF,108.05,7118.9
0347-UBKUZ,19.9,320.45
0835-DUUIQ,21.05,531.55
0811-GSDTP,30.15,382.2
7567-ECMCM,79.85,2001.0
6115-ZTBFQ,65.5,4919.7
6353-BRMMA,104.1,5645.8
6680-WKXRZ,74.4,215.8
6231-WFGFH,20.5,77.6
9904-EHEVJ,91.35,2896.55
7028-DVOIQ,99.05,3395.8
6169-PPETC,20.5,759.35
4208-UFFGW,44.95,85.15
8584-KMVXD,75.6,535.55
8467-WYNSR,55.1,1253.15
0851-DFJKB,58.95,955.15
5382-SOYZL,95.1,2162.6
9448-REEVD,44.7,44.7
3261-CQXOL,25.45,1813.35
8388-FYNPZ,56.75,245.15
4002-BQWPQ,81.75,2028.8
5651-YLPRD,86.1,2723.75
2826-DXLQO,29.8,220.45
4378-BZYFP,20.5,365.8
9489-UTFKA,60.9,551.95
4849-PYRLQ,73.25,4054.2
9117-SHLZX,45.7,45.7
9889-TMAHG,100.3,832.35
4541-RMRLG,19.25,112.3
7764-BDPEE,20.85,60.65
3429-IFLEM,77.35,5550.1
3158-MOERK,96.0,174.8
7294-TMAOP,90.55,90.55
5002-GCQFH,93.85,4733.1
0556-FJEGU,70.1,4048.95
8919-FYFQZ,30.35,1359.7
0604-THJFP,75.95,4542.35
2834-JRTUA,108.05,7532.15
5875-YPQFJ,69.9,69.9
5879-SESNB,75.25,888.65
6646-QVXLR,103.75,6383.35
6461-PPAXN,54.95,1916.0
3318-ISQFQ,19.5,413.0
1106-HRLKZ,19.6,808.95
2483-XSSMZ,47.85,1886.4
8603-IJWDN,86.6,86.6
8165-ZJRNM,23.75,1679.25
9369-XFEHK,80.6,2656.5
2604-XVDAM,43.8,540.95
3717-OFRTN,19.75,19.75
9046-JBFWA,19.15,537.35
3280-NMUVX,19.6,678.8
1206-EHBDD,80.3,4513.65
8361-LBRDI,24.35,1423.85
4883-KCPZJ,25.25,555.4
9108-EQPNQ,26.1,225.55
7277-KAMWT,20.0,268.45
3842-IYKUE,85.3,2917.5
6641-XRPSU,70.0,2416.1
1374-DMZUI,94.3,424.45
2545-LXYVJ,20.7,1492.1
3234-VKACU,70.3,132.4
8357-EQXFO,95.35,660.9
1989-PRJHP,75.5,1893.95
8120-JDCAM,69.55,284.9
8917-FAEMR,19.85,784.25
7047-YXDMZ,20.0,417.7
2858-EIMXH,95.85,5016.25
9524-EGPJC,90.1,1612.75
6993-OHLXR,68.95,119.75
8818-XYFCQ,99.55,3204.65
6419-ZTTLE,20.75,485.2
0929-HYQEW,50.15,160.85
6614-YOLAC,58.65,4145.25
7426-RHZGU,95.9,827.45
4065-JJAVA,49.5,49.5
4695-VADHF,57.45,990.85
3863-IUBJR,53.65,696.35
7649-SIJJF,80.1,5585.4
9361-YNQWJ,24.4,1601.2
3748-FVMZZ,40.05,162.45
9391-TTOYH,19.5,470.2
1452-XRSJV,51.05,2066.0
3422-WJOYD,54.35,1426.45
8242-SOQUO,84.7,392.5
7460-ITWWP,86.1,3861.45
7147-AYBAA,70.35,2552.9
7868-TMWMZ,110.0,6668.35
4822-RVYBB,100.6,819.4
6732-FZUGP,94.9,4615.25
8436-BJUMM,83.75,2070.6
4184-TJFAN,88.3,273.75
8329-GWVPJ,69.75,3557.7
1352-VHKAJ,71.6,1957.1
4145-UQXUQ,92.1,729.95
2632-TACXW,23.65,1416.75
8146-QQKZH,81.85,5924.4
1767-CJKBA,25.1,1697.7
6445-TNRXS,114.7,7849.85
4581-LNWUM,49.15,649.4
4869-EPIUS,80.9,4557.5
9948-YPTDG,79.45,3013.05
1236-WFCDV,90.45,1266.1
1915-OAKWD,19.3,360.35
7296-PIXQY,70.2,1046.5
4883-QICIH,69.75,2347.9
3354-OADJP,54.25,447.75
3524-WQDSG,99.3,4209.95
0810-DHDBD,74.0,3877.65
4026-SKKHW,50.25,152.3
2829-HYVZP,19.8,572.2
8329-IBCTI,19.65,19.65
1271-SJBGZ,43.65,526.95
3845-JHAMY,35.5,552.7
7013-PSXHK,80.75,3208.65
5669-SRAIP,39.5,210.75
5981-ITEMU,97.1,3706.95
3486-NPGST,19.55,620.75
6941-PMGEP,80.0,412.5
1624-WOIWJ,84.7,832.05
2074-GKOWZ,89.55,185.55
0376-YMCJC,90.6,1943.2
6100-FJZDG,20.05,505.9
4829-ZLJTK,112.4,8046.85
1730-VFMWO,50.2,1815.3
7143-BQIBA,62.25,612.95
3800-LYTRK,55.7,795.15
0634-SZPQA,90.05,2169.8
9646-NMHXE,19.65,973.1
7030-NJVDP,89.25,2210.2
5536-RTPWK,99.05,4853.75
8883-GRDWQ,54.0,1055.9
6166-ILMNY,69.75,144.55
3097-NNSPB,49.05,91.1
7771-ZONAT,56.75,1304.85
0655-RBDUG,98.05,713.0
2111-DWYHN,21.1,21.1
4194-WHFCB,96.65,5580.8
4121-AGSIN,24.5,1497.9
4361-BKAXE,114.5,4527.45
9845-PEEKO,79.2,4590.35
0455-XFASS,69.55,200.2
0301-KOBTQ,20.05,614.45
1751-NCDLI,98.85,4564.9
4367-NUYAO,25.75,
9878-TNQGW,80.95,171.15
9170-ARBTB,19.6,1012.4
4441-NIHPT,74.3,940.35
8999-BOHSE,89.7,1047.7
7241-AJHFS,87.65,2766.4
7029-RPUAV,100.45,1622.45
4546-FOKWR,74.75,1129.35
9036-CSKBW,107.45,5680.9
5832-TRLPB,75.35,2243.9
8590-YFFQO,64.95,4523.25
8659-IOOPU,100.45,7159.7
1338-CECEE,68.5,2839.95
7439-DKZTW,80.55,80.55
4646-QZXTF,81.25,580.1
4607-CHPCA,90.4,2178.6
9742-XOKTS,89.55,6038.55
6921-OZMFH,55.7,259.4
9578-FOMUK,24.8,324.15
4712-UYOOI,20.0,417.65
8824-RWFXJ,56.15,168.15
7722-CVFXN,105.2,5637.85
8717-VCTXJ,19.55,839.4
7363-QTBIW,79.75,769.1
4159-NAAIX,97.45,6253.0
0971-QIFJK,24.25,1641.8
9397-TZSHA,24.6,1678.05
3391-JSQEW,50.15,2058.5
0343-QLUZP,39.6,2424.5
9763-PDTKK,94.4,387.2
2176-LVPNX,89.85,6293.45
7627-JKIAZ,78.95,2839.65
3312-UUMZW,98.85,3145.9
1271-UODNO,53.85,2200.7
8461-EFQYM,24.25,914.4
6900-RBKER,89.45,4577.75
6891-JPYFF,105.25,4997.5
1459-QNFQT,59.5,4144.8
1047-NNCBF,70.55,1493.55
3696-XRIEN,82.5,4179.1
4081-DYXAV,44.85,893.55
0074-HDKDG,61.6,1611.0
8791-GFXLZ,49.05,593.05
8111-SLLHI,105.65,4284.8
0927-LCSMG,74.65,544.55
9330-DHBFL,66.25,1533.8
0098-BOWSO,19.4,529.8
3452-ABWRL,86.05,3865.6
5859-HZYLF,19.15,515.75
8257-RZAHR,64.7,941.0
5293-WXJAK,104.05,1133.65
3156-QLHBO,19.25,48.35
2208-NQBCT,81.95,2070.05
1779-PWPMG,114.65,8333.95
6621-NRZAK,20.0,1209.25
0831-JNISG,19.8,1396.25
0774-IFUVM,65.15,723.35
3082-WQRVY,19.65,228.65
9553-DLCLU,88.95,1161.75
1641-BYBTK,20.2,98.35
2460-NGXBJ,75.2,775.3
2446-ZKVAF,56.8,1074.65
0841-NULXI,35.55,35.55
3522-CDKHF,75.5,2324.7
1430-SFQSA,35.6,1072.6
0411-EZJZE,60.25,170.5
7851-WZEKY,95.15,196.9
8844-TONUD,96.65,1162.85
8807-ARQET,40.35,1677.85
8992-CEUEN,18.85,18.85
4320-QMLLA,54.85,370.4
8777-PVYGU,64.3,3410.6
8292-ITGYJ,24.65,1138.8
6870-ZWMNX,76.1,5264.25
0621-CXBKL,18.7,1005.7
5268-DSMNQ,97.95,5936.55
5334-JLAXU,94.1,5475.9
4086-YQSNZ,80.4,224.05
6242-MBHPK,95.1,2326.05
5868-CZJDR,31.35,31.35
9359-UGBTK,72.35,4991.5
0135-NMXAP,89.75,1052.4
4782-OSFXZ,82.7,5831.2
6479-OAUSD,19.9,510.8
7129-ACFOG,53.8,283.95
4189-NAKJS,51.55,1295.4
5562-BETPV,19.65,19.65
1282-IHQAC,44.05,3011.65
9127-FHJBZ,114.0,8093.15
6270-OMFIW,94.4,5610.25
1641-RQDAY,100.4,3217.65
0107-WESLM,19.85,19.85
6994-ORCWG,54.25,773.2
1346-UFHAX,80.0,1029.35
3992-YWPKO,109.9,669.45
2933-XEUJM,79.2,3593.8
0125-LZQXK,101.35,1553.95
5461-QKNTN,94.3,3953.15
4835-YSJMR,49.8,1971.15
8399-YNDCH,60.05,1236.15
3164-YAXFY,53.75,3196.0
0887-WBJVH,93.45,4872.2
4660-IRIBM,87.9,1500.5
5673-FSSMF,60.15,60.15
7670-ZBPOQ,61.05,3478.75
8089-UZWLX,104.05,7413.55
0080-OROZO,99.25,3532.0
3916-NRPAP,85.7,256.75
6807-SIWJI,104.85,3887.25
8221-HVAYI,69.15,2490.15
1579-KLYDT,90.45,593.45
5232-NXPAY,74.45,3510.3
8967-SZQAS,50.45,765.45
4468-KAZHE,60.0,1259.35
0455-ENTCR,85.25,5538.35
8944-AILEF,19.45,340.85
5542-NKVRU,20.75,844.45
7126-RBHSD,78.9,1348.95
5370-IIVVL,104.5,3778.0
6789-HJBWG,49.4,611.65
3927-NLNRY,94.25,4867.95
9087-EYCPR,25.0,1505.05
6791-YBNAK,25.55,467.85
6358-LYNGM,74.9,74.9
6077-BDPXA,70.15,194.2
0013-MHZWF,69.4,571.45
5494-HECPR,80.25,80.25
8268-YDIXR,93.15,5253.95
9824-BEMCV,69.0,1149.65
1373-ORVIZ,66.35,740.8
4291-SHSBH,69.55,521.35
6980-IMXXE,20.2,1412.65
9866-QEVEE,86.0,1532.45
9897-KXHCM,80.3,250.05
0040-HALCW,20.4,1090.6
0784-GTUUK,23.75,1446.8
7979-CORPM,90.55,2282.55
2294-DMMUS,70.45,4300.45
0872-JCPIB,65.75,1111.2
3055-MJDSB,24.6,190.1
9091-WTUUY,69.25,4447.75
1618-CFHME,75.9,143.35
3165-HDOEW,45.85,45.85
6581-NQCBA,49.95,810.2
7115-IRDHS,24.65,1830.05
8496-DMZUK,90.4,2820.65
2040-VZIKE,100.85,4847.35
9068-VPWQQ,75.35,4729.3
0178-SZBHO,87.2,4017.45
0384-RVBPI,64.4,1398.6
1689-MRZQR,78.3,2564.3
1299-AURJA,24.7,1685.9
4525-VZCZG,105.85,5826.65
1543-LLLFT,98.3,6066.55
5835-BEQEU,76.95,228.4
2788-CJQAQ,19.45,270.2
5565-FILXA,96.15,1529.2
0319-QZTCO,58.7,168.6
2120-SMPEX,20.15,536.35
0096-FCPUF,64.5,1888.45
0668-OGMHD,28.5,629.35
5552-ZNFSJ,45.3,45.3
2223-KAGMX,19.4,289.3
6507-ZJSUR,90.45,2117.25
9408-HRXRK,105.15,4730.9
5593-SUAOO,83.15,2033.05
7321-PKUYW,90.15,987.95
2833-SLKDQ,45.05,45.05
6766-HFKLA,103.2,5744.35
7595-EUIVN,75.8,75.8
7617-EYGLW,19.45,19.45
2026-TGDHM,79.3,523.15
9220-ZNKJI,88.8,4805.3
4030-VPZBD,30.9,59.05
2226-ICFDO,85.9,6110.75
0723-VSOBE,34.2,1596.6
5529-GIBVH,20.15,1046.2
4187-CINZD,95.25,4424.2
9992-UJOEL,50.3,92.75
4741-WWJQZ,80.15,194.55
6625-UTXEW,51.25,612.1
6818-WOBHJ,89.6,6127.6
6244-BESBM,95.2,6671.7
1004-NOZNR,94.8,5264.3
1251-STYSZ,80.25,303.7
2612-PHGOX,76.1,4818.8
2408-TZMJL,110.15,6448.05
8480-PPONV,115.55,7159.05
8780-IHCRN,24.65,1574.5
4598-ZADCK,53.6,2879.2
1257-SXUXQ,19.45,86.05
9681-KYGYB,88.2,4159.45
7182-OVLBJ,101.15,6638.35
5095-ETBRJ,56.8,3112.05
7005-CYUIL,99.4,7168.25
4821-WQOYN,20.1,1326.25
4730-AWNAU,60.7,2234.55
3452-FLHYD,20.95,495.15
2388-LAESQ,114.85,8317.95
9531-NSBMR,19.25,679.8
6260-ONULR,62.8,62.8
4389-UEFCZ,105.5,7544.0
8711-LOBKY,19.85,1188.25
9134-CEQMF,89.5,676.7
8985-OOPOS,74.1,74.1
8800-ZKRFW,107.5,3242.5
2616-FLVQC,19.55,1240.15
9968-FFVVH,68.8,4111.35
3108-PCCGG,84.45,5899.85
7993-PYKOF,75.0,632.95
8390-FESFV,84.5,5193.2
3022-BEXHZ,111.2,7530.8
5027-XWQHA,44.75,270.95
6248-TKCQV,80.6,5460.2
6729-GDNGC,80.7,1614.2
6198-ZFIOJ,75.6,402.5
5989-OMNJE,57.6,1367.75
4566-QVRRW,44.05,483.7
1291-CUOCY,110.6,7962.2
9795-SHUHB,58.2,3810.8
3230-IUALN,81.0,3533.6
0042-RLHYP,19.7,1396.9
8519-IMDHU,85.6,1345.55
4945-RVMTE,59.55,1646.45
0201-OAMXR,115.55,8127.6
1866-NXPSP,75.55,2680.15
3372-KWFBM,86.6,1281.0
7831-QGOXH,85.2,1553.9
6393-WRYZE,97.65,3207.55
3941-XTSKM,45.1,2049.05
1661-CZBAU,70.95,3629.2
6599-RCLCJ,109.55,5124.55
9831-BPFRI,89.55,3474.45
5158-RIVOP,20.9,202.3
9788-YTFGE,19.95,147.5
9277-JOOMO,24.6,86.35
1907-YLNYW,66.7,579.0
1725-MIMXW,19.45,19.45
8947-YRTDV,94.8,3131.55
3161-ONRWK,65.85,3928.3
0114-RSRRW,19.95,187.75
4565-NLZBV,24.65,1710.15
0031-PVLZI,20.35,76.35
7206-GZCDC,69.25,69.25
6682-VCIXC,51.25,2151.6
4791-QRGMF,99.5,5961.1
6475-VHUIZ,54.25,1221.55
3910-MRQOY,19.4,1496.45
0661-WCQNQ,56.25,1292.2
7537-RBWEA,25.15,25.15
4656-CAURT,23.95,1713.1
0121-SNYRK,35.4,1748.9
1768-ZAIFU,25.2,25.2
4671-LXRDQ,45.0,96.45
3733-LSYCE,75.35,1114.55
6265-FRMTQ,20.4,609.1
1934-SJVJK,20.15,20.15
3838-OZURD,105.0,7133.25
1371-DWPAZ,56.05,
9269-CQOOL,54.7,169.45
2017-CCBLH,20.0,141.6
7690-KPNCU,73.05,4688.65
0536-BGFMZ,20.5,563.05
2293-IJWPS,100.75,5985.0
2845-HSJCY,87.25,1258.6
5469-NUJUR,19.95,373.5
1184-PJVDB,79.95,857.2
2625-TRCZQ,49.65,2553.35
4102-HLENU,65.65,4322.85
7266-GSSJX,20.45,250.8
7722-VJRQD,60.95,4549.05
7073-QETQY,20.35,1359.5
9415-DPEWS,88.35,1639.3
5624-RYAMH,19.5,178.85
0196-JTUQI,75.2,633.85
7130-YXBRO,111.45,5315.1
9272-LSVYH,70.15,735.5
7943-RQCHR,94.75,889.9
3793-MMFUH,95.05,1290.0
3249-ZPQRG,78.45,330.05
2568-BRGYX,70.2,237.95
3084-DOWLE,92.0,6474.4
1084-MNSMJ,85.5,4421.95
7721-JXEAW,41.05,2452.7
7249-WBIYX,85.6,813.85
4238-HFHSN,82.15,4904.85
6250-CGGUN,84.4,4484.05
5478-JJVZK,60.9,2033.85
7596-IIWYC,20.25,538.2
6567-HOOPW,79.2,79.2
9793-WECQC,95.3,2192.9
4291-HPAXL,19.85,19.85
8999-YPYBV,84.35,3858.05
1839-FBNFR,19.85,854.8
3164-AALRN,70.0,347.4
3071-MVJCD,82.3,5815.15
1697-BCSHV,66.8,3970.4
0562-KBDVM,44.6,3058.15
1131-SUEKT,98.45,6145.2
3717-OEAUQ,70.7,129.2
4538-WNTMJ,24.95,1165.9
3334-CTHOL,49.95,49.95
4704-ERYFC,69.25,1554.0
9432-RUVSL,102.5,4904.25
8060-HIWJJ,86.55,5632.55
7684-XSZIY,24.3,1643.25
9089-UOWJG,58.35,740.55
8621-MNIHH,94.25,3217.55
8039-ACLPL,68.75,4888.2
9885-AIBVB,85.8,2440.25
1934-MKPXS,20.1,620.55
2592-YKDIF,20.35,20.35
2272-JKMSI,110.8,6840.95
0471-LVHGK,73.0,3001.2
9518-RWHZL,100.05,6254.2
8714-CTZJW,82.85,319.6
3569-EDBPQ,84.35,1938.05
3131-NWVFJ,19.55,294.5
7521-YXVZY,19.95,58.3
5419-CONWX,99.8,442.85
6240-EURKS,35.0,553.0
2373-NTKOD,66.25,546.45
1970-KKFWL,23.3,797.1
6960-HVYXR,76.0,76.0
9337-SRRNI,25.3,1673.8
0895-UADGO,44.55,343.45
5678-VFNEQ,104.1,7412.25
5977-CKHON,92.55,4039.0
7024-OHCCK,93.85,170.85
2692-BUCFV,101.45,2948.6
7861-UVUFT,84.3,1308.4
1830-GGFNM,94.55,6078.75
5302-BDJNT,95.5,3418.2
5223-UZAVK,100.3,6603.8
4859-ZSRDZ,55.5,3166.9
5651-WYIPH,49.85,865.75
9350-VLHMB,89.55,6373.1
3498-LZGQZ,19.15,1177.05
8785-CJSHH,99.8,5985.75
5357-TZHPP,84.4,732.5
3870-SPZSI,113.05,7869.05
0680-DFNNY,101.1,1504.05
7560-QRBXH,19.95,936.7
7077-XJMET,74.15,741.4
8752-GHJFU,92.0,6585.2
6896-SRVYQ,73.85,3122.4
7767-UXAGJ,50.45,50.45
4652-ODEVH,24.45,1088.25
6510-UPNKS,24.8,615.35
6718-BDGHG,64.85,2908.2
9046-DQMTP,20.75,739.9
6439-LAJXL,68.95,593.85
1571-SAVHK,99.95,1132.75
9052-VKDUW,109.4,7227.45
9546-CQJSU,91.4,193.6
1666-JZPZT,49.0,1291.35
5777-KJIRB,50.25,2023.55
0506-LVNGN,75.55,349.65
7677-SJJJK,19.9,153.95
2480-EJWYP,97.8,5458.8
3253-HKOKL,100.3,5244.45
7055-HNEOJ,55.8,154.55
5514-YQENT,111.15,4507.15
3211-AAPKX,98.55,2031.95
8445-DNBAE,50.05,50.05
2951-QOQTK,80.8,332.45
2958-NHPPS,20.85,473.9
6806-YDEUL,19.5,106.8
1735-XMJVH,19.35,152.6
6890-PFRQX,69.5,1199.4
0222-CNVPT,48.8,2555.05
5899-OUVKV,94.5,2979.2
8681-ICONS,20.65,654.85
1621-YNCJH,106.05,3834.4
3473-XIIIT,100.0,1534.75
6362-QHAFM,108.3,4586.15
7893-IXHRQ,20.55,20.55
3070-BDOQC,99.65,5941.05
2952-QAYZF,85.3,424.15
6234-PFPXL,95.9,2234.95
9824-QCJPK,20.0,666.75
4763-PGDPO,70.4,281.0
4283-IVYCI,64.95,547.8
1866-OBPNR,74.6,74.6
8205-MQUGY,49.2,571.15
8970-ANWXO,73.75,1756.6
9480-BQJEI,92.3,5731.45
5394-SVGJV,98.8,3475.55
6979-TNDEU,19.2,156.85
9777-WJJPR,88.65,2683.2
9283-LZQOH,74.4,896.75
7079-QRCBC,98.75,2407.3
9495-SKLKD,95.95,4456.65
6048-UWKAL,105.4,6998.95
5067-DGXLL,20.25,36.8
5469-CTCWN,106.0,6547.7
9851-QXEEQ,104.7,4346.4
6281-FKEWS,49.05,2265.0
8898-KASCD,35.55,1309.15
9242-TKFSV,65.1,4754.3
9290-SHCMB,96.85,1235.55
0743-HNPFG,69.75,3562.5
2277-BKJKN,99.2,7213.75
9809-IMGCQ,96.7,2082.95
5208-HFSBT,55.05,102.75
5035-PGZXH,106.8,5914.4
8695-WDYEA,51.25,51.25
6543-JXSOO,57.75,1282.85
8016-ZMGMO,70.85,4738.85
8605-ITULD,19.55,19.55
3254-YRILK,88.2,1775.8
6416-YJTTB,79.5,795.65
2667-WYLWJ,19.75,145.0
4472-VESGY,98.15,4993.4
3195-TQDZX,20.25,61.45
3128-YOVTD,79.15,4018.55
0529-ONKER,75.65,1146.65
1728-CXQBE,94.25,6081.4
7041-TXQJH,40.2,1478.85
5014-GSOUQ,19.95,243.65
5724-BIDBU,55.35,2633.95
0481-SUMCB,102.15,4735.35
1769-GRUIK,71.1,1247.75
5240-IJOQT,74.7,74.7
8819-WFGGJ,54.1,3794.5
7427-AUFPY,19.65,1008.7
2811-POVEX,88.45,2130.55
1092-GANHU,76.65,1313.55
7898-PDWQE,80.4,5727.15
9972-EWRJS,19.25,1372.9
9314-IJWSQ,84.8,1203.9
0661-XEYAN,25.8,25.8
5799-JRCZO,19.5,1215.1
1921-KYSAY,68.6,2877.05
6198-RTPMF,92.6,1579.7
2924-KHUVI,100.55,5514.95
1925-GMVBW,20.55,96.1
7881-EVUAD,42.6,72.4
6184-DYUOB,19.6,55.25
9207-ZPANB,67.45,2443.3
5766-XQXMQ,68.85,1970.5
9327-QSDED,43.55,335.4
1656-DRSMG,109.85,7002.95
3012-VFFMN,20.65,158.95
2984-AFWNC,95.4,293.15
0640-YJTPY,21.0,1493.75
8096-LOIST,56.2,1093.4
9764-REAFF,18.4,1057.85
3703-VAVCL,90.0,190.05
7107-UBYKY,25.75,882.55
4881-GQJTW,19.6,300.4
8519-QJGJD,75.35,1025.95
7876-DNYAP,19.8,1436.95
7905-NJMXS,64.2,475.0
2882-WDTBA,75.75,5388.15
2091-GPPIQ,78.95,5730.15
6326-MTTXK,100.85,819.55
5071-FBJFS,50.3,217.1
2796-UUZZO,80.3,4896.35
2429-AYKKO,19.85,1434.1
9798-OPFEM,21.1,937.1
0330-IVZHA,69.95,330.15
3794-NFNCH,50.0,1474.9
5193-QLVZB,104.75,6536.5
7114-AEOZE,19.85,1128.1
2886-KEFUM,107.5,6873.75
5522-NYKPB,85.9,2199.05
4237-RLAQD,45.85,45.85
9957-YODKZ,80.8,457.1
6518-KZXCB,25.25,566.5
2245-ADZFJ,80.55,2471.6
7776-QGYJC,81.5,3107.3
9313-QOLTZ,20.9,518.3
9651-GTSAQ,106.1,5769.75
3186-BAXNB,91.7,91.7
4672-FOTSD,67.25,832.3
0637-YLETY,95.6,1555.65
9818-XQCUV,20.35,45.3
7338-ERIVA,45.05,1790.6
1157-BQCUW,74.95,74.95
8259-NFJTV,34.65,246.6
3223-DWFIO,69.35,261.65
2660-EMUBI,95.35,898.35
6968-GMKPR,81.55,4509.5
4751-ERMAN,75.4,5480.25
1436-ZMJAN,67.8,653.15
3292-PBZEJ,111.4,1183.05
0799-DDIHE,46.3,639.45
3070-FNFZQ,20.4,478.75
2812-SFXMJ,20.05,20.05
7675-OZCZG,45.0,127.1
5014-WUQMG,96.1,4391.45
5312-TSZVC,19.65,270.6
2003-CKLOR,99.5,6710.5
0993-OSGPT,60.65,3975.9
9254-RBFON,98.6,1704.95
1205-WNWPJ,59.5,415.95
9391-EOYLI,80.45,950.2
7108-DGVUU,71.7,1497.05
2782-JEEBU,36.0,780.15
